sWL,sRC,sM,sSS,sTB,sPC,sLPP,sTIME
L,89.43,01.19,02,0.00000012,0.00028213,2.140%,00:36:43
L,32.77,01.08,07,0.00000011,0.00028223,2.140%,00:36:43
W,22.39,01.83,00,0.00001155,0.00028233,2.140%,00:36:42
L,64.94,01.94,05,0.00000630,0.00027477,2.140%,00:36:41
L,73.48,01.72,07,0.00000325,0.00027802,2.140%,00:36:41
L,26.78,01.53,07,0.00000189,0.00027991,2.140%,00:36:40
L,53.75,01.95,08,0.00000123,0.00028114,2.140%,00:36:39
L,72.44,01.70,07,0.00000063,0.00028177,2.140%,00:36:39
L,76.23,01.50,07,0.00000037,0.00028214,2.140%,00:36:38
L,25.43,01.33,07,0.00000025,0.00028239,2.140%,00:36:37
L,91.23,01.36,04,0.00000019,0.00028258,2.140%,00:36:37
L,96.88,01.20,07,0.00000014,0.00028272,2.140%,00:36:35
L,39.04,01.19,02,0.00000012,0.00028284,2.140%,00:36:34
L,52.35,01.08,07,0.00000011,0.00028294,2.140%,00:36:34
W,13.20,01.19,00,0.00000147,0.00028304,2.140%,00:36:33
L,91.13,01.95,08,0.00000123,0.00027666,2.106%,00:36:33
L,54.13,01.70,07,0.00000063,0.00027729,2.106%,00:36:32
L,71.31,01.50,07,0.00000037,0.00027766,2.106%,00:36:32
L,15.10,01.33,07,0.00000025,0.00027791,2.106%,00:36:31
L,67.42,01.36,04,0.00000019,0.00027810,2.106%,00:36:30
L,98.29,01.20,07,0.00000014,0.00027824,2.106%,00:36:30
L,33.97,01.19,02,0.00000012,0.00027836,2.106%,00:36:29
L,88.28,01.08,07,0.00000011,0.00027846,2.106%,00:36:29
W,00.29,01.04,00,0.00000010,0.00027856,2.106%,00:36:28
W,01.01,01.83,00,0.00001157,0.00027619,2.094%,00:36:27
L,76.56,01.94,05,0.00000631,0.00026862,2.094%,00:36:27
L,44.38,01.72,07,0.00000325,0.00027187,2.094%,00:36:26
L,99.94,01.53,07,0.00000189,0.00027376,2.094%,00:36:26
L,72.85,01.95,08,0.00000123,0.00027499,2.094%,00:36:25
L,43.72,01.70,07,0.00000063,0.00027562,2.094%,00:36:24
L,36.92,01.50,07,0.00000037,0.00027599,2.094%,00:36:24
L,32.18,01.33,07,0.00000025,0.00027624,2.094%,00:36:23
L,99.50,01.36,04,0.00000019,0.00027643,2.094%,00:36:22
L,78.42,01.20,07,0.00000014,0.00027657,2.094%,00:36:22
L,61.43,01.19,02,0.00000012,0.00027669,2.094%,00:36:21
L,99.89,01.08,07,0.00000011,0.00027679,2.094%,00:36:20
W,02.54,01.43,00,0.00000053,0.00027689,2.094%,00:36:20
L,78.95,01.50,07,0.00000037,0.00027603,2.094%,00:36:19
L,38.48,01.33,07,0.00000025,0.00027628,2.094%,00:36:19
L,65.96,01.36,04,0.00000019,0.00027647,2.094%,00:36:18
L,37.92,01.20,07,0.00000014,0.00027661,2.094%,00:36:17
L,31.97,01.19,02,0.00000012,0.00027673,2.094%,00:36:17
L,64.16,01.08,07,0.00000011,0.00027683,2.094%,00:36:16
W,06.12,01.27,00,0.00000032,0.00027693,2.094%,00:36:15
L,25.81,01.33,07,0.00000025,0.00027601,2.092%,00:36:14
L,20.98,01.36,04,0.00000019,0.00027620,2.092%,00:36:13
L,28.34,01.20,07,0.00000014,0.00027634,2.092%,00:36:13
L,31.50,01.19,02,0.00000012,0.00027646,2.092%,00:36:12
L,89.65,01.08,07,0.00000011,0.00027656,2.092%,00:36:12
W,04.71,01.09,00,0.00000013,0.00027666,2.092%,00:36:11
L,59.71,01.19,02,0.00000012,0.00027529,2.083%,00:36:10
L,95.05,01.08,07,0.00000011,0.00027539,2.083%,00:36:10
W,00.90,01.04,00,0.00000010,0.00027549,2.083%,00:36:09
W,07.03,01.21,00,0.00000017,0.00027312,2.068%,00:36:09
L,37.12,01.20,07,0.00000014,0.00027244,2.068%,00:36:08
L,55.09,01.19,02,0.00000012,0.00027256,2.068%,00:36:07
L,32.84,01.08,07,0.00000011,0.00027266,2.068%,00:36:07
W,07.83,01.43,00,0.00000053,0.00027276,2.068%,00:36:06
L,53.03,01.50,07,0.00000037,0.00027191,2.068%,00:36:06
L,27.78,01.33,07,0.00000025,0.00027216,2.068%,00:36:05
L,97.84,01.36,04,0.00000019,0.00027235,2.068%,00:36:04
L,95.88,01.20,07,0.00000014,0.00027249,2.068%,00:36:04
L,56.25,01.19,02,0.00000012,0.00027261,2.068%,00:36:03
L,29.96,01.08,07,0.00000011,0.00027271,2.068%,00:36:02
W,05.70,01.43,00,0.00000053,0.00027281,2.068%,00:36:02
L,73.77,01.50,07,0.00000037,0.00027196,2.068%,00:36:01
L,78.84,01.33,07,0.00000025,0.00027221,2.068%,00:36:01
L,31.27,01.36,04,0.00000019,0.00027240,2.068%,00:36:00
L,70.17,01.20,07,0.00000014,0.00027254,2.068%,00:35:59
L,54.74,01.19,02,0.00000012,0.00027266,2.068%,00:35:59
L,33.86,01.08,07,0.00000011,0.00027276,2.068%,00:35:58
W,38.67,01.65,00,0.00000104,0.00027286,2.068%,00:35:57
L,49.12,01.70,07,0.00000063,0.00027189,2.068%,00:35:56
L,27.28,01.50,07,0.00000037,0.00027226,2.068%,00:35:56
L,95.59,01.33,07,0.00000025,0.00027251,2.068%,00:35:55
L,28.30,01.36,04,0.00000019,0.00027270,2.068%,00:35:54
L,24.88,01.20,07,0.00000014,0.00027284,2.068%,00:35:54
L,87.70,01.19,02,0.00000012,0.00027296,2.068%,00:35:53
L,21.79,01.08,07,0.00000011,0.00027306,2.068%,00:35:52
W,12.85,01.65,00,0.00000104,0.00027316,2.068%,00:35:52
L,90.00,01.70,07,0.00000063,0.00027219,2.068%,00:35:51
L,62.38,01.50,07,0.00000037,0.00027256,2.068%,00:35:51
L,70.26,01.33,07,0.00000025,0.00027281,2.068%,00:35:50
L,62.95,01.36,04,0.00000019,0.00027300,2.068%,00:35:49
L,66.22,01.20,07,0.00000014,0.00027314,2.068%,00:35:49
L,96.74,01.19,02,0.00000012,0.00027326,2.068%,00:35:48
L,18.80,01.08,07,0.00000011,0.00027336,2.068%,00:35:47
W,01.72,01.09,00,0.00000013,0.00027346,2.068%,00:35:47
L,51.62,01.19,02,0.00000012,0.00027210,2.059%,00:35:46
L,61.04,01.08,07,0.00000011,0.00027220,2.059%,00:35:46
W,01.55,01.09,00,0.00000013,0.00027230,2.059%,00:35:45
L,98.99,01.19,02,0.00000012,0.00027093,2.050%,00:35:44
L,19.98,01.08,07,0.00000011,0.00027103,2.050%,00:35:44
W,05.00,01.34,00,0.00000253,0.00027113,2.050%,00:35:43
L,31.75,01.53,07,0.00000189,0.00026554,2.037%,00:35:42
L,89.05,01.95,08,0.00000123,0.00026677,2.037%,00:35:42
L,56.21,01.70,07,0.00000063,0.00026740,2.037%,00:35:41
L,93.51,01.50,07,0.00000037,0.00026777,2.037%,00:35:41
L,83.69,01.33,07,0.00000025,0.00026802,2.037%,00:35:40
L,45.63,01.36,04,0.00000019,0.00026821,2.037%,00:35:39
L,88.48,01.20,07,0.00000014,0.00026835,2.037%,00:35:39
L,28.01,01.19,02,0.00000012,0.00026847,2.037%,00:35:38
L,44.08,01.08,07,0.00000011,0.00026857,2.037%,00:35:37
W,13.23,01.43,00,0.00000053,0.00026867,2.037%,00:35:37
L,33.62,01.50,07,0.00000037,0.00026781,2.037%,00:35:36
L,79.10,01.33,07,0.00000025,0.00026806,2.037%,00:35:35
L,68.27,01.36,04,0.00000019,0.00026825,2.037%,00:35:35
L,85.10,01.20,07,0.00000014,0.00026839,2.037%,00:35:34
L,57.91,01.19,02,0.00000012,0.00026851,2.037%,00:35:34
L,40.63,01.08,07,0.00000011,0.00026861,2.037%,00:35:33
W,39.45,01.83,00,0.00001157,0.00026871,2.037%,00:35:32
L,57.25,01.94,05,0.00000631,0.00026114,2.037%,00:35:32
L,60.98,01.72,07,0.00000325,0.00026439,2.037%,00:35:31
L,80.86,01.53,07,0.00000189,0.00026628,2.037%,00:35:30
L,74.53,01.95,08,0.00000123,0.00026751,2.037%,00:35:30
L,77.67,01.70,07,0.00000063,0.00026814,2.037%,00:35:29
L,34.32,01.50,07,0.00000037,0.00026851,2.037%,00:35:28
L,77.87,01.33,07,0.00000025,0.00026876,2.037%,00:35:28
L,79.88,01.36,04,0.00000019,0.00026895,2.037%,00:35:27
L,69.83,01.20,07,0.00000014,0.00026909,2.037%,00:35:26
L,88.40,01.19,02,0.00000012,0.00026921,2.037%,00:35:25
L,73.40,01.08,07,0.00000011,0.00026931,2.037%,00:35:23
W,01.91,01.11,00,0.00000011,0.00026941,2.037%,00:35:23
L,48.52,01.08,07,0.00000011,0.00026852,2.031%,00:35:22
W,04.24,01.09,00,0.00000013,0.00026862,2.031%,00:35:21
L,36.39,01.19,02,0.00000012,0.00026726,2.030%,00:35:20
L,88.28,01.08,07,0.00000011,0.00026736,2.030%,00:35:19
W,26.32,01.43,00,0.00000053,0.00026746,2.030%,00:35:19
L,85.40,01.50,07,0.00000037,0.00026661,2.030%,00:35:18
L,91.39,01.33,07,0.00000025,0.00026686,2.030%,00:35:17
L,31.95,01.36,04,0.00000019,0.00026705,2.030%,00:35:17
L,81.86,01.20,07,0.00000014,0.00026719,2.030%,00:35:16
L,95.58,01.19,02,0.00000012,0.00026731,2.030%,00:35:16
L,16.86,01.08,07,0.00000011,0.00026741,2.030%,00:35:15
W,06.31,01.11,00,0.00000011,0.00026751,2.030%,00:35:14
L,14.27,01.08,07,0.00000011,0.00026662,2.030%,00:35:14
W,11.38,01.27,00,0.00000032,0.00026672,2.030%,00:35:13
L,90.58,01.33,07,0.00000025,0.00026579,2.030%,00:35:13
L,37.76,01.36,04,0.00000019,0.00026598,2.030%,00:35:12
L,93.93,01.20,07,0.00000014,0.00026612,2.030%,00:35:11
L,92.56,01.19,02,0.00000012,0.00026624,2.030%,00:35:11
L,48.38,01.08,07,0.00000011,0.00026634,2.030%,00:35:10
W,02.72,01.43,00,0.00000053,0.00026644,2.030%,00:35:10
L,61.47,01.50,07,0.00000037,0.00026559,2.030%,00:35:08
L,71.48,01.33,07,0.00000025,0.00026584,2.030%,00:35:08
L,83.28,01.36,04,0.00000019,0.00026603,2.030%,00:35:07
L,72.52,01.20,07,0.00000014,0.00026617,2.030%,00:35:07
L,69.34,01.19,02,0.00000012,0.00026629,2.030%,00:35:06
L,89.60,01.08,07,0.00000011,0.00026639,2.030%,00:35:05
W,15.31,01.65,00,0.00000104,0.00026649,2.030%,00:35:05
L,68.93,01.70,07,0.00000063,0.00026552,2.030%,00:35:04
L,84.95,01.50,07,0.00000037,0.00026589,2.030%,00:35:04
L,21.46,01.33,07,0.00000025,0.00026614,2.030%,00:35:03
L,62.08,01.36,04,0.00000019,0.00026633,2.030%,00:35:02
L,33.69,01.20,07,0.00000014,0.00026647,2.030%,00:35:01
L,36.33,01.19,02,0.00000012,0.00026659,2.030%,00:35:00
L,11.87,01.08,07,0.00000011,0.00026669,2.030%,00:35:00
W,00.54,01.09,00,0.00000013,0.00026679,2.030%,00:34:59
L,40.47,01.19,02,0.00000012,0.00026542,2.030%,00:34:58
L,61.02,01.08,07,0.00000011,0.00026552,2.030%,00:34:58
W,35.47,02.20,00,0.00003159,0.00026562,2.030%,00:34:57
L,92.52,02.29,07,0.00001436,0.00025366,2.030%,00:34:57
L,53.00,01.94,05,0.00000628,0.00025994,2.030%,00:34:56
L,57.62,01.72,07,0.00000324,0.00026318,2.030%,00:34:56
L,91.76,01.53,07,0.00000189,0.00026507,2.030%,00:34:55
L,86.28,01.95,08,0.00000123,0.00026630,2.030%,00:34:54
L,84.74,01.70,07,0.00000063,0.00026693,2.030%,00:34:54
L,80.39,01.50,07,0.00000037,0.00026730,2.030%,00:34:53
L,75.69,01.33,07,0.00000025,0.00026755,2.030%,00:34:53
L,74.33,01.36,04,0.00000019,0.00026774,2.030%,00:34:52
L,15.89,01.20,07,0.00000014,0.00026788,2.030%,00:34:51
L,78.24,01.19,02,0.00000012,0.00026800,2.030%,00:34:51
L,07.16,01.08,07,0.00000011,0.00026810,2.030%,00:34:50
W,36.37,01.65,00,0.00000104,0.00026820,2.030%,00:34:49
L,92.74,01.70,07,0.00000063,0.00026723,2.030%,00:34:49
L,32.19,01.50,07,0.00000037,0.00026760,2.030%,00:34:48
L,70.80,01.33,07,0.00000025,0.00026785,2.030%,00:34:48
L,35.85,01.36,04,0.00000019,0.00026804,2.030%,00:34:47
L,29.32,01.20,07,0.00000014,0.00026818,2.030%,00:34:46
L,14.40,01.19,02,0.00000012,0.00026830,2.030%,00:34:46
L,86.77,01.08,07,0.00000011,0.00026840,2.030%,00:34:45
W,12.63,01.43,00,0.00000053,0.00026850,2.030%,00:34:45
L,84.63,01.50,07,0.00000037,0.00026765,2.030%,00:34:44
L,79.59,01.33,07,0.00000025,0.00026790,2.030%,00:34:43
L,35.57,01.36,04,0.00000019,0.00026809,2.030%,00:34:43
L,33.33,01.20,07,0.00000014,0.00026823,2.030%,00:34:42
L,86.34,01.19,02,0.00000012,0.00026835,2.030%,00:34:41
L,19.91,01.08,07,0.00000011,0.00026845,2.030%,00:34:41
W,13.29,01.21,00,0.00000017,0.00026855,2.030%,00:34:40
L,67.41,01.20,07,0.00000014,0.00026787,2.028%,00:34:40
L,72.37,01.19,02,0.00000012,0.00026799,2.028%,00:34:39
L,53.53,01.08,07,0.00000011,0.00026809,2.028%,00:34:38
W,00.67,01.11,00,0.00000011,0.00026819,2.028%,00:34:38
L,24.17,01.08,07,0.00000011,0.00026730,2.025%,00:34:36
W,05.71,01.27,00,0.00000032,0.00026740,2.025%,00:34:36
L,56.98,01.33,07,0.00000025,0.00026647,2.025%,00:34:35
L,76.84,01.36,04,0.00000019,0.00026666,2.025%,00:34:35
L,53.28,01.20,07,0.00000014,0.00026680,2.025%,00:34:34
L,78.76,01.19,02,0.00000012,0.00026692,2.025%,00:34:33
L,27.82,01.08,07,0.00000011,0.00026702,2.025%,00:34:33
W,24.17,01.83,00,0.00001151,0.00026712,2.025%,00:34:32
L,43.24,01.94,05,0.00000628,0.00025959,2.025%,00:34:32
L,94.88,01.72,07,0.00000324,0.00026283,2.025%,00:34:31
L,65.93,01.53,07,0.00000189,0.00026472,2.025%,00:34:30
L,94.02,01.95,08,0.00000123,0.00026595,2.025%,00:34:30
L,75.19,01.70,07,0.00000063,0.00026658,2.025%,00:34:29
L,99.36,01.50,07,0.00000037,0.00026695,2.025%,00:34:28
L,68.83,01.33,07,0.00000025,0.00026720,2.025%,00:34:28
L,90.31,01.36,04,0.00000019,0.00026739,2.025%,00:34:27
L,30.42,01.20,07,0.00000014,0.00026753,2.025%,00:34:26
L,64.43,01.19,02,0.00000012,0.00026765,2.025%,00:34:26
L,42.41,01.08,07,0.00000011,0.00026775,2.025%,00:34:25
W,05.47,01.09,00,0.00000013,0.00026785,2.025%,00:34:25
L,51.61,01.19,02,0.00000012,0.00026648,2.016%,00:34:24
L,25.68,01.08,07,0.00000011,0.00026658,2.016%,00:34:23
W,02.15,01.04,00,0.00000010,0.00026668,2.016%,00:34:23
W,14.64,01.21,00,0.00000017,0.00026431,1.998%,00:34:22
L,08.83,01.20,07,0.00000014,0.00026363,1.996%,00:34:21
L,88.45,01.19,02,0.00000012,0.00026375,1.996%,00:34:21
L,21.91,01.08,07,0.00000011,0.00026385,1.996%,00:34:20
W,11.23,01.21,00,0.00000017,0.00026395,1.996%,00:34:20
L,42.03,01.20,07,0.00000014,0.00026328,1.995%,00:34:19
L,86.63,01.19,02,0.00000012,0.00026340,1.995%,00:34:18
L,16.65,01.08,07,0.00000011,0.00026350,1.995%,00:34:18
W,05.74,01.65,00,0.00000104,0.00026360,1.995%,00:34:17
L,69.83,01.70,07,0.00000063,0.00026263,1.995%,00:34:17
L,62.70,01.50,07,0.00000037,0.00026300,1.995%,00:34:16
L,41.78,01.33,07,0.00000025,0.00026325,1.995%,00:34:15
L,43.23,01.36,04,0.00000019,0.00026344,1.995%,00:34:15
L,41.82,01.20,07,0.00000014,0.00026358,1.995%,00:34:14
L,42.79,01.19,02,0.00000012,0.00026370,1.995%,00:34:14
L,22.25,01.08,07,0.00000011,0.00026380,1.995%,00:34:13
W,06.72,01.11,00,0.00000011,0.00026390,1.995%,00:34:12
L,57.19,01.08,07,0.00000011,0.00026301,1.992%,00:34:12
W,07.74,01.43,00,0.00000053,0.00026311,1.992%,00:34:11
L,78.81,01.50,07,0.00000037,0.00026226,1.992%,00:34:11
L,91.44,01.33,07,0.00000025,0.00026251,1.992%,00:34:10
L,63.49,01.36,04,0.00000019,0.00026270,1.992%,00:34:10
L,92.73,01.20,07,0.00000014,0.00026284,1.992%,00:34:09
L,47.91,01.19,02,0.00000012,0.00026296,1.992%,00:34:08
L,21.21,01.08,07,0.00000011,0.00026306,1.992%,00:34:08
W,25.02,01.65,00,0.00000104,0.00026316,1.992%,00:34:07
L,85.91,01.70,07,0.00000063,0.00026219,1.992%,00:34:06
L,95.14,01.50,07,0.00000037,0.00026256,1.992%,00:34:05
L,48.76,01.33,07,0.00000025,0.00026281,1.992%,00:34:04
L,41.94,01.36,04,0.00000019,0.00026300,1.992%,00:34:04
L,77.12,01.20,07,0.00000014,0.00026314,1.992%,00:34:03
L,88.01,01.19,02,0.00000012,0.00026326,1.992%,00:34:03
L,07.56,01.08,07,0.00000011,0.00026336,1.992%,00:34:02
W,01.02,01.11,00,0.00000011,0.00026346,1.992%,00:34:02
L,16.77,01.08,07,0.00000011,0.00026257,1.986%,00:34:01
W,23.75,01.52,00,0.00000490,0.00026267,1.986%,00:34:00
L,70.53,01.71,07,0.00000322,0.00025651,1.977%,00:34:00
L,99.50,01.53,07,0.00000188,0.00025839,1.977%,00:33:59
L,62.30,01.95,08,0.00000123,0.00025962,1.977%,00:33:59
L,53.12,01.70,07,0.00000063,0.00026025,1.977%,00:33:58
L,46.07,01.50,07,0.00000037,0.00026062,1.977%,00:33:57
L,43.11,01.33,07,0.00000025,0.00026087,1.977%,00:33:57
L,60.68,01.36,04,0.00000019,0.00026106,1.977%,00:33:56
L,48.83,01.20,07,0.00000014,0.00026120,1.977%,00:33:56
L,41.04,01.19,02,0.00000012,0.00026132,1.977%,00:33:55
L,95.91,01.08,07,0.00000011,0.00026142,1.977%,00:33:55
W,07.88,01.11,00,0.00000011,0.00026152,1.977%,00:33:54
L,70.67,01.08,07,0.00000011,0.00026063,1.972%,00:33:53
W,15.34,01.43,00,0.00000053,0.00026073,1.972%,00:33:53
L,30.68,01.50,07,0.00000037,0.00025988,1.972%,00:33:52
L,91.14,01.33,07,0.00000025,0.00026013,1.972%,00:33:51
L,18.61,01.36,04,0.00000019,0.00026032,1.972%,00:33:51
L,76.51,01.20,07,0.00000014,0.00026046,1.972%,00:33:50
L,81.35,01.19,02,0.00000012,0.00026058,1.972%,00:33:49
L,22.39,01.08,07,0.00000011,0.00026068,1.972%,00:33:49
W,11.95,01.21,00,0.00000017,0.00026078,1.972%,00:33:48
L,98.54,01.20,07,0.00000014,0.00026011,1.971%,00:33:47
L,74.56,01.19,02,0.00000012,0.00026023,1.971%,00:33:47
L,42.87,01.08,07,0.00000011,0.00026033,1.971%,00:33:46
W,14.23,01.21,00,0.00000017,0.00026043,1.971%,00:33:46
L,39.95,01.20,07,0.00000014,0.00025975,1.971%,00:33:45
L,73.90,01.19,02,0.00000012,0.00025987,1.971%,00:33:44
